  32.50  37.50  
  97.50  37.50  
  162.50  37.50  
  227.50  37.50 
  32.50  112.50  
  97.50  112.50  
  162.50  112.50  
  227.50  112.50  
  32.50  187.50  
  97.50  187.50  
  162.50  187.50  
  227.50  187.50  
  32.50  262.50  
  97.50  262.50  
  162.50  262.50  
  227.50  262.50  
